SK_ID_CURR,TARGET
100001,0.3699693574922772
100005,0.7754010944212637
100013,0.33461111828467366
100028,0.35792192776764514
100038,0.6457352434279587
100042,0.23646127924840277
100057,0.15571821511574827
100065,0.5645061753441355
100066,0.15398991029061235
100067,0.615863684121217
100074,0.4607974703460079
100090,0.5126388039179111
100091,0.7115673147945862
100092,0.5668213656483225
100106,0.5041387173370628
100107,0.6066057122725301
100109,0.44348187210157236
100117,0.22313936841739618
100128,0.42375837999499116
100141,0.33007527196761083
100150,0.20949889576537653
100168,0.09983077324176978
100169,0.33508156172087994
100170,0.44789410872166857
100171,0.3310688886480445
100172,0.6623969165062339
100184,0.5646833487003268
100187,0.42386525362004845
100212,0.3678805840224178
100222,0.5325153837514118
100223,0.1297773025976613
100232,0.18615153515185484
100241,0.6193882441794658
100245,0.171589500859081
100253,0.1813969507121054
100256,0.5861722239871439
100271,0.16350922235317808
100278,0.778967714342914
100280,0.1454360499231101
100306,0.7234503890027207
100311,0.6511450869729173
100312,0.1968064126173825
100330,0.47560070795201487
100331,0.42731424915469823
100352,0.5265221127088031
100358,0.6421464712891078
100367,0.31021845260742414
100382,0.6577910054211291
100384,0.4370145481484176
100385,0.5998714756337715
100386,0.42197810364097627
100399,0.28704160940794504
100404,0.6023069211959717
100416,0.19014190209344642
100422,0.6058731338178104
100426,0.3387927155467926
100438,0.34114582028573637
100444,0.6346943221282914
100445,0.6271855409544278
100446,0.5065915530991041
100447,0.2734423500086493
100450,0.4208079304177412
100466,0.20326103891378836
100483,0.2769396176329771
100484,0.18246280029680517
100494,0.47966316123088865
100510,0.7317818189494867
100512,0.26337117789683534
100517,0.2958835362246198
100548,0.42323808510619976
100551,0.3171304512773639
100552,0.6536479112250104
100553,0.2344282658857183
100561,0.6819465923519783
100568,0.8791107424219184
100569,0.267299059443315
100591,0.4218189461437967
100592,0.17162370210170427
100602,0.4519387739020929
100607,0.4318407247421469
100613,0.490349739202728
100617,0.5544761309523438
100618,0.4906613931596876
100622,0.635926233757668
100625,0.5573176276377165
100677,0.5883135648757278
100699,0.34501095809880306
100702,0.9255396065681134
100711,0.5687131163559588
100729,0.7297116766551612
100740,0.5651579051715518
100744,0.6717074124364503
100745,0.39434773035235654
100747,0.6295364336636584
100751,0.8175895436528587
100752,0.3654283775184596
100753,0.8757325818020151
100754,0.7523858588683633
100760,0.4159778793493762
100762,0.5037956442085268
100763,0.3240821864408061
100765,0.2378889889503756
100770,0.642136785613567
100772,0.2459368133215768
100777,0.30478488147071076
100791,0.18885199068041122
100792,0.09747373057438684
100797,0.2221608893866637
100823,0.2747363932391247
100826,0.3549566606659834
100830,0.26488459872343234
100836,0.8369361189480724
100872,0.4369224043666795
100910,0.47228017751916446
100913,0.663550408692032
100918,0.4648496666919131
100931,0.14633388496488073
100952,0.4271061329113359
100953,0.38451888435327336
100965,0.7747023801867335
100970,0.3273754468121229
100982,0.715010588757861
100983,0.7057827350162623
100984,0.4280582740261183
100987,0.4753311630798047
100997,0.49460276999274977
100998,0.5273218752482556
101002,0.5124476513550236
101005,0.8000674030097132
101008,0.6083563624188014
101020,0.4508223296127436
101021,0.450658166245566
101024,0.3214792822693914
101025,0.7116537351860884
101026,0.31584929019736163
101031,0.3164711019397974
101041,0.2821672703811053
101051,0.0960980485658271
101055,0.5635005225269404
101056,0.8252705680436302
101057,0.4538322786667446
101064,0.3395492177022818
101079,0.5601890711354295
101087,0.4053753739602705
101090,0.2448920358533896
101092,0.5429882756005078
101097,0.5724536725485074
101099,0.18144842185552412
101107,0.48219781099472064
101118,0.43061323057332807
101125,0.6506743957068812
101126,0.17491154624521033
101128,0.26726554113427076
101136,0.601371801078953
101140,0.5635119671611825
101149,0.6042336495017859
101160,0.5119094452445183
101169,0.7869688685897582
101181,0.40029157145659044
101186,0.13229746263376294
101190,0.6391085543685057
101193,0.5752716524842536
101194,0.5770366194410456
101198,0.5796627085975291
101200,0.2099591897065281
101204,0.2616022463668535
101211,0.417413942258493
101213,0.5188413534729633
101223,0.4457038980117266
101225,0.5281301496043034
101237,0.6113377529832261
101243,0.5401054199664692
101244,0.68104145572567
101258,0.34524761796151904
101259,0.7611568208445842
101268,0.6651890313841929
101269,0.20569095650439057
101271,0.6632084009832383
101279,0.3562425593100614
101281,0.6076589228271794
101287,0.3649173231743505
101292,0.3792986205889563
101294,0.32719639389688604
101296,0.429273269780735
101297,0.31197059919526915
101299,0.30279318612363204
101301,0.3110323414162007
101305,0.5348299276174485
101308,0.5333418045341586
101318,0.19787734074818447
101327,0.784708426912665
101329,0.37657183316946924
101332,0.2914775814478931
101337,0.5458328287123522
101343,0.14900771613022795
101345,0.21102244341180004
101346,0.20607566909942798
101353,0.1315498605491327
101354,0.6631546322665051
101355,0.7692757551759772
101356,0.2268059927690645
101362,0.5526477255149096
101363,0.7881310506044671
101365,0.2578760129290348
101366,0.5505120204632161
101367,0.7417798478640807
101368,0.1672106123796099
101374,0.7020499915859097
